Chapter,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Answer
Real Numbers,Medium,If the roots of the equation (a-B)x^2 + (b-C)x + (c-A) = 0 are equal then:,(A) 2a = b + c,(B) a + c = 2b,(C) a = b = c,(D) None of these,(A) 2a = b + c
Real Numbers,Medium,If the equation (c^2 - aB)x^2 - 2(a^2 - bC)x + b^2 - ac = 0 has equal roots then:,(A) a = 0 or a^3 + b^3 + c^3 = 3abc,(B) a = 0 or a + b + c = 0,(C) a = b = c,(D) None of these,(A) a = 0 or a^3 + b^3 + c^3 = 3abc
Real Numbers,Medium,The roots of the equation a(b-C)x^2 + b(c-A)x + c(a-B) = 0 are:,(A) 1 and c/a,(B) 1 and a/c,(C) 1 and b/a,(D) 1 and a/b,(A) 1 and c/a
Real Numbers,Medium,If the sum of the roots of a quadratic equation is equal to the product of the roots then the equation is:,(A) x^2 - ax + a = 0,(B) x^2 + ax - a = 0,(C) x^2 - ax - a = 0,(D) x^2 + ax + a = 0,(A) x^2 - ax + a = 0
Real Numbers,Medium,The roots of the equation (x-A)(x-B) + (x-B)(x-C) + (x-C)(x-A) = 0 are:,(A) (a+(B)/2 (b+(C)/2 (c+(A)/2,(B) a b c,(C) a/2 b/2 c/2,(D) None of these,(A) (a+(B)/2 (b+(C)/2 (c+(A)/2
Real Numbers,Medium,If one root of the quadratic equation ax^2 + bx + c = 0 is three times the other root then the relation between a b and c is:,(A) 3b^2 = 16ac,(B) b^2 = 3ac,(C) b^2 = 9ac,(D) 3b^2 = ac,(A) 3b^2 = 16ac
Real Numbers,Medium,Let a b c be real numbers such that a + b + c = 0 and a â‰  0. If the roots of ax^2 + bx + c = 0 are equal then:,(A) b^2 - 4ac = 0 and b = 2a,(B) b^2 - 4ac = 0 and b = -2a,(C) b^2 - 4ac > 0,(D) b^2 - 4ac < 0,(A) b^2 - 4ac = 0 and b = -2a
Real Numbers,Medium,The number of real values of 'a' for which the equation x^2 - 2ax + a^2 - 1 = 0 has real and distinct roots is:,(A) Infinite,(B) 0,(C) 1,(D) 2,(A) Infinite
Real Numbers,Medium,If the roots of the equation x^2 - ax - b = 0 are real and unequal then the roots of the equation x^2 - ax + b^3 = 0 will be:,(A) Real and unequal,(B) Real and equal,(C) Imaginary,(D) Cannot be determined,(A) Real and unequal
Real Numbers,Medium,The equation |x^2 - 4x + 3| = k has four distinct real roots if:,(A) 0 < k < 1,(B) 1 < k < 2,(C) k < 0,(D) k = 1,(A) 0 < k < 1
Real Numbers,Medium,If a b c are distinct real numbers such that a + b + c = 0 and a^3 + b^3 + c^3 - 3abc = 0 then the roots of the quadratic equation ax^2 + bx + c = 0 are:,(A) Real and equal,(B) Real and unequal,(C) Imaginary,(D) Cannot be determined,(A) Real and equal
Real Numbers,Medium,The number of integral values of 'k' for which the equation (k-12)x^2 + 2(k-12)x + 2 = 0 has equal roots is:,(A) 1,(B) 2,(C) 3,(D) 4,(A) 1
Statistics,Easy,"The mean of the data set {3, 5, 7} is?",(A) 5,(B) 4,(C) 6,(D) 3,(A) 5
Statistics,Easy,"The sum of the numbers {10, 15, 20, 25} is?",(A) 70,(B) 75,(C) 80,(D) 85,(B) 75
Statistics,Easy,"What is the median of the data set {2, 5, 3, 7, 9}?",(A) 3,(B) 5,(C) 7,(D) 6,(B) 5
Statistics,Easy,"The mode of the data set {1, 2, 2, 3, 3, 4, 5} is?",(A) 2,(B) 3,(C) 4,(D) 5,(A) 2
Statistics,Easy,"The range of the data set {5, 10, 15, 20} is?",(A) 10,(B) 15,(C) 20,(D) 25,(B) 15
Statistics,Easy,"If the mean of 4 numbers is 8, what is their total sum?",(A) 32,(B) 24,(C) 16,(D) 12,(A) 32
Statistics,Easy,"What is the median of the data set {3, 6, 9}?",(A) 9,(B) 6,(C) 3,(D) 5,(B) 6
Statistics,Easy,"What is the mean of the data set {1, 3, 5, 7}?",(A) 4,(B) 5,(C) 3,(D) 2,(A) 4
Statistics,Easy,"The sum of the numbers {4, 8, 12} is?",(A) 22,(B) 24,(C) 26,(D) 20,(B) 24
Statistics,Easy,"What is the median of the data set {1, 4, 6, 8, 10}?",(A) 6,(B) 5,(C) 7,(D) 4,(A) 6
Statistics,Easy,"The mode of the data set {5, 7, 5, 8, 9} is?",(A) 7,(B) 5,(C) 9,(D) 8,(B) 5
Statistics,Easy,"What is the range of the data set {2, 5, 7, 10}?",(A) 8,(B) 7,(C) 5,(D) 3,(A) 8
Statistics,Easy,"If the mean of 6 numbers is 9, what is their total sum?",(A) 50,(B) 54,(C) 56,(D) 60,(B) 54
Statistics,Easy,"What is the median of the data set {3, 6, 9, 12}?",(A) 6,(B) 9,(C) 7,(D) 8,(A) 6
Statistics,Easy,"In a class of 20 students, 15 are boys. What is the probability of selecting a girl?",(A) 3/20,(B) 5/20,(C) 15/20,(D) 2/5,(B) 5/20
Statistics,Easy,"The mean of the data set {5, 7, 9, 11} is?",(A) 6,(B) 7,(C) 8,(D) 5,(A) 6
Statistics,Easy,"The median of the data set {4, 6, 8, 10, 12} is?",(A) 6,(B) 8,(C) 10,(D) 7,(B) 8
Statistics,Easy,"If the class intervals are 10-20, 20-30, and 30-40, what is the width of each class?",(A) 10,(B) 20,(C) 30,(D) 40,(A) 10
Statistics,Easy,"What is the mode of the data set {15, 18, 18, 20, 22}?",(A) 15,(B) 18,(C) 20,(D) 22,(B) 18
Statistics,Easy,"The range of the data set {2, 4, 7, 10} is?",(A) 8,(B) 10,(C) 7,(D) 6,(A) 8
Statistics,Easy,"What is the sum of the numbers {3, 6, 9}?",(A) 18,(B) 15,(C) 12,(D) 9,(B) 15
Statistics,Easy,"In a frequency distribution, the class intervals are 10-20, 20-30, 30-40. The midpoint of the first class is?",(A) 15,(B) 25,(C) 20,(D) 30,(A) 15
Statistics,Hard,"The mean of 5 numbers is 12. If four numbers are 8, 15, 10, and 13, what is the fifth number?",(A) 16,(B) 20,(C) 22,(D) 24,(B) 20
Statistics,Hard,"The average score of 7 students is 80. If one student scored 90, what is the average of the remaining 6 students?",(A) 78,(B) 75,(C) 82,(D) 80,(A) 78
Statistics,Hard,"The median of the data set {7, 12, 10, 8, 15} is?",(A) 8,(B) 10,(C) 12,(D) 15,(B) 10
Statistics,Hard,"In a group of 10 people, the ages are 18, 20, 24, 22, 23, 21, 19, 25, 27, 30. What is the mode of the ages?",(A) 18,(B) 20,(C) 23,(D) No mode,(D) No mode
Statistics,Hard,The sum of the squared deviations of a set of data points from their mean is 60. What is the variance?,(A) 5,(B) 6,(C) 10,(D) 12,(B) 6
Statistics,Hard,"The mean of the data set {5, 7, 9, 11, 13} is?",(A) 8,(B) 9,(C) 10,(D) 11,(B) 9
Statistics,Hard,"The standard deviation of the numbers {2, 4, 6, 8, 10} is?",(A) 2,(B) 2.5,(C) 3,(D) 4,(A) 2
Statistics,Hard,"In a class of 30 students, 18 are boys and the rest are girls. If one student is selected at random, what is the probability that the student is a girl?",(A) 12/30,(B) 18/30,(C) 2/5,(D) 1/3,(A) 12/30
Statistics,Hard,"The median of the following data set: {5, 10, 12, 15, 20, 30} is?",(A) 15,(B) 12,(C) 10,(D) 13.5,(D) 13.5
Statistics,Hard,"In a survey of 50 people, 30 prefer tea and the rest prefer coffee. What is the probability that a randomly selected person prefers coffee?",(A) 1/5,(B) 2/5,(C) 3/5,(D) 4/5,(B) 2/5
Statistics,Hard,"The mode of the following set of numbers: {3, 5, 7, 5, 8, 5, 3, 3, 8} is?",(A) 5,(B) 3,(C) 8,(D) No mode,(B) 3
Statistics,Hard,"The variance of the data set {2, 4, 6, 8} is?",(A) 4,(B) 5,(C) 6,(D) 7,(A) 4
Statistics,Hard,"The range of the data set {8, 15, 12, 6, 10} is?",(A) 5,(B) 10,(C) 9,(D) 8,(B) 10
Statistics,Hard,"A group of 5 students has an average age of 15. If one student is 19 years old, what is the average age of the other 4 students?",(A) 13.5,(B) 12,(C) 14,(D) 13,(A) 13.5
Statistics,Hard,"The median of the data set {1, 5, 7, 9, 10, 15, 18, 22} is?",(A) 8,(B) 9,(C) 10,(D) 12,(B) 9
Statistics,Hard,"Find the range for the data set {11, 13, 15, 17, 19, 21}?",(A) 6,(B) 10,(C) 8,(D) 4,(B) 10
Statistics,Hard,"In a data set, the mean is 15 and the sum of the squares of the deviations from the mean is 225. What is the variance?",(A) 10,(B) 15,(C) 20,(D) 25,(D) 25
Statistics,Hard,"The mean of 10 numbers is 18. If one number is increased by 2, what will be the new mean?",(A) 18.2,(B) 18.5,(C) 19,(D) 19.2,(A) 18.2
Statistics,Hard,A teacher gives 10 marks extra to each student in a class. What will be the effect on the mean and median of the data?,(A) Both will increase by 10,(B) Both will decrease by 10,"(C) Mean will increase by 10, but median will remain the same",(D) Both will remain the same,(A) Both will increase by 10
Statistics,Hard,"In a data set, the sum of squares of the deviations from the mean is 500. If there are 10 observations, what is the standard deviation?",(A) 10,(B) 5,(C) 25,(D) 50,(B) 5
Statistics,Hard,"In a school, there are 300 students. If the average height of 200 boys is 160 cm and that of 100 girls is 155 cm, what is the average height of all the students?",(A) 158 cm,(B) 159 cm,(C) 160 cm,(D) 157 cm,(A) 158 cm
Statistics,Hard,"The mean of the data set {10, 12, 14, 16, 18, 20} is?",(A) 14,(B) 15,(C) 16,(D) 17,(A) 14
Statistics,Hard,"If the median of a data set is 25 and the mean is 30, which of the following could be true about the distribution of the data?",(A) Symmetric,(B) Right-skewed,(C) Left-skewed,(D) Cannot be determined,(B) Right-skewed
Statistics,Hard,The variance of a data set is 16. What is the standard deviation?,(A) 2,(B) 4,(C) 16,(D) 8,(B) 4
Statistics,Hard,A coin is tossed 10 times. What is the probability of getting exactly 3 heads?,(A) 120/1024,(B) 252/1024,(C) 512/1024,(D) 720/1024,(B) 252/1024
Statistics,Hard,"A class has 40 students. The mean score of the class is 60. If the scores of 5 students are increased by 10 each, what is the new mean score?",(A) 61,(B) 60.5,(C) 62,(D) 63,(A) 61
Statistics,Hard,The sum of 5 consecutive odd numbers is 75. What is the middle number?,(A) 15,(B) 17,(C) 19,(D) 21,(C) 19
Statistics,Hard,"A class of 30 students has an average score of 70. If 5 new students with scores of 90 are added to the class, what is the new average?",(A) 75,(B) 80,(C) 77,(D) 76,(B) 80
Statistics,Hard,The sum of the first 10 natural numbers is?,(A) 45,(B) 50,(C) 55,(D) 60,(C) 55
Statistics,Hard,"A class has 40 students. The mean score of the class is 60. If the scores of 5 students are increased by 10 each, what is the new mean score?",(A) 61,(B) 60.5,(C) 62,(D) 63,(A) 61
Statistics,Medium,"The mean of the data set {10, 12, 14, 16, 18} is?",(A) 12,(B) 14,(C) 16,(D) 13,(B) 14
Statistics,Medium,"The sum of the squared deviations from the mean for the data set {2, 4, 6, 8} is?",(A) 10,(B) 16,(C) 12,(D) 14,(C) 12
Statistics,Medium,"The median of the data set {3, 8, 2, 10, 7} is?",(A) 3,(B) 5,(C) 7,(D) 8,(C) 7
Statistics,Medium,"The variance of the data set {4, 7, 11, 13} is?",(A) 8,(B) 6,(C) 7,(D) 9,(A) 8
Statistics,Medium,"What is the probability of drawing a green ball from a box containing 5 red, 7 green, and 3 blue balls?",(A) 7/15,(B) 3/15,(C) 5/15,(D) 7/20,(A) 7/15
Statistics,Medium,"The mean of the numbers 2, 4, 6, 8, and x is 5. What is the value of x?",(A) 4,(B) 5,(C) 6,(D) 7,(D) 7
Statistics,Medium,"The range of the data set {5, 8, 11, 14, 17} is?",(A) 12,(B) 10,(C) 15,(D) 9,(A) 12
Statistics,Medium,"In a class of 40 students, 25 prefer football and the rest prefer cricket. If one student is selected randomly, what is the probability that the student prefers cricket?",(A) 15/40,(B) 1/2,(C) 2/5,(D) 3/4,(A) 15/40
Statistics,Medium,"The mode of the data set {12, 15, 15, 17, 19} is?",(A) 12,(B) 15,(C) 17,(D) 19,(B) 15
Statistics,Medium,"What is the mean of the data set {2, 4, 6, 8, 10}?",(A) 6,(B) 7,(C) 5,(D) 8,(A) 6
Statistics,Medium,"The sum of the squared deviations from the mean for the data set {3, 5, 7, 9} is?",(A) 10,(B) 8,(C) 12,(D) 14,(C) 12
Statistics,Medium,"What is the variance of the data set {3, 7, 11, 13}?",(A) 14,(B) 16,(C) 18,(D) 12,(A) 14
Statistics,Medium,"If the mean of the numbers 4, 8, x, and 12 is 10, what is the value of x?",(A) 12,(B) 8,(C) 16,(D) 10,(C) 16
Statistics,Medium,"The median of the data set {1, 3, 5, 7, 9, 11} is?",(A) 5,(B) 6,(C) 4,(D) 3,(A) 5
Statistics,Medium,"What is the mode of the data set {5, 7, 7, 10, 10, 10}?",(A) 7,(B) 5,(C) 10,(D) 6,(C) 10
Statistics,Medium,"The variance of the data set {4, 6, 8, 10} is?",(A) 6,(B) 4,(C) 5,(D) 7,(B) 4
Statistics,Medium,"The mean of the data set {4, 5, 6, 7, 8, 9} is?",(A) 6,(B) 5,(C) 7,(D) 8,(A) 6
Statistics,Medium,"The median of the data set {2, 5, 8, 10, 12, 15} is?",(A) 8,(B) 9,(C) 10,(D) 7,(B) 9
Statistics,Medium,"If the class intervals are 10-20, 20-30, 30-40, the class mark of the second class is?",(A) 10,(B) 25,(C) 20,(D) 15,(B) 25
Statistics,Medium,"What is the mode of the data set {7, 9, 12, 12, 15, 15, 15, 18}?",(A) 7,(B) 15,(C) 12,(D) 9,(B) 15
Statistics,Medium,The sum of the first 5 odd numbers is?,(A) 15,(B) 25,(C) 35,(D) 45,(A) 15
Statistics,Medium,"The range of the data set {10, 20, 30, 40, 50} is?",(A) 50,(B) 40,(C) 30,(D) 10,(B) 40
Statistics,Medium,"A studentâ€™s marks in 5 subjects are {70, 85, 90, 60, 80}. What is the mean?",(A) 80,(B) 75,(C) 85,(D) 70,(A) 80
Statistics,Medium,"A bag contains 5 red, 3 green, and 4 yellow balls. What is the probability of selecting a green ball?",(A) 3/12,(B) 1/4,(C) 3/11,(D) 1/3,(C) 3/11
Statistics,Medium,A die is thrown once. What is the probability of getting a number greater than 4?,(A) 1/3,(B) 1/6,(C) 1/2,(D) 1/4,(A) 1/3
Statistics,Medium,"The mean of five numbers is 20. If one number is removed and the new mean becomes 18, what is the number that was removed?",(A) 25,(B) 28,(C) 30,(D) 32,(C) 30
Statistics,Medium,"If the mode of a dataset {3, 5, 7, 5, 9, 11, 5, 13, 15} is x, what is x?",(A) 5,(B) 7,(C) 9,(D) 11,(A) 5
Statistics,Medium,"The range of a dataset is defined as the difference between the maximum and minimum values. If the highest score in a test is 92 and the lowest score is 56, what is the range?",(A) 34,(B) 36,(C) 38,(D) 40,(C) 36
Statistics,Medium,"The median of a dataset {4, 8, 12, 16, 20, 24, 28} is:",(A) 12,(B) 16,(C) 18,(D) 20,(B) 16
Statistics,Medium,"A studentâ€™s scores in five tests are 72, 75, 78, 80, and 85. What is the variance of the scores?",(A) 20,(B) 18,(C) 25,(D) 22,(C) 25
Statistics,Medium,"The mean of 6 numbers is 15. If one number is removed and the new mean becomes 14, what is the number that was removed?",(A) 15,(B) 16,(C) 20,(D) 22,(C) 20
Statistics,Medium,"The median of the data set {3, 7, 9, 12, 15, 17, 19} is:",(A) 9,(B) 12,(C) 15,(D) 17,(B) 12
Statistics,Medium,"The mode of a dataset {2, 3, 3, 5, 6, 6, 6, 8, 9} is:",(A) 3,(B) 5,(C) 6,(D) 8,(C) 6
Statistics,Medium,"If the mean of five numbers is 40 and four of them are 35, 42, 38, and 45, what is the missing number?",(A) 40,(B) 41,(C) 42,(D) 43,(A) 40
Statistics,Medium,"Find the range of the dataset {22, 34, 19, 45, 38, 30}.",(A) 15,(B) 16,(C) 20,(D) 26,(D) 26
Statistics,Medium,"If the mean of 10 numbers is 25, then the sum of these numbers is:",(A) 200,(B) 225,(C) 250,(D) 275,(C) 250
Statistics,Medium,"A class of 50 students has an average height of 150 cm. If the height of one new student is included and the new average becomes 151 cm, what is the height of the new student?",(A) 170 cm,(B) 175 cm,(C) 160 cm,(D) 165 cm,(B) 175 cm
Statistics,Medium,"The median of the dataset {5, 10, 15, 20, 25, 30} is:",(A) 15,(B) 17.5,(C) 20,(D) 22.5,(B) 17.5
Statistics,Medium,"If the sum of squared deviations from the mean of 5 numbers is 50, what is the variance?",(A) 5,(B) 8,(C) 10,(D) 12,(A) 10
Statistics,Medium,"In a histogram, which measure of central tendency is most affected by extreme values?",(A) Mean,(B) Median,(C) Mode,(D) None of these,(A) Mean
Statistics,Medium,"The average of 8 numbers is 28. If one number is removed, and the new average becomes 25, what is the removed number?",(A) 45,(B) 48,(C) 50,(D) 52,(B) 48
Statistics,Medium,"Find the mode of the dataset {4, 5, 7, 8, 8, 9, 10, 10, 10, 12}.",(A) 7,(B) 8,(C) 9,(D) 10,(D) 10
Statistics,Medium,"A set of five numbers has a mean of 30. If four of the numbers are 25, 28, 32, and 35, what is the fifth number?",(A) 27,(B) 30,(C) 32,(D) 33,(B) 30
Statistics,Medium,"If the range of a dataset is 45 and the smallest value is 20, what is the largest value?",(A) 60,(B) 65,(C) 70,(D) 75,(B) 65
Statistics,Medium,"The mean of 6 numbers is 22. If one of the numbers, 30, is removed, what is the new mean?",(A) 18,(B) 20,(C) 22,(D) 24,(B) 20
Statistics,Medium,"The median of {12, 18, 22, 24, 30, 35, 40} is:",(A) 22,(B) 24,(C) 30,(D) 35,(B) 24
Statistics,Medium,A set of numbers has a variance of 36. What is the standard deviation?,(A) 4,(B) 5,(C) 6,(D) 7,(C) 6
Statistics,Medium,"The mean of 15 numbers is 50. If one number is increased by 30, what is the new mean?",(A) 51,(B) 52,(C) 50.5,(D) 53,(C) 50.5
Statistics,Medium,"Find the range of the dataset {13, 21, 17, 26, 19, 24}.",(A) 10,(B) 11,(C) 12,(D) 13,(C) 12
Statistics,Medium,"If the sum of 8 numbers is 400, what is the mean?",(A) 45,(B) 50,(C) 55,(D) 60,(B) 50
Statistics,Medium,"The skewness of the dataset {2, 3, 5, 7, 8, 8, 9, 10, 11, 15} is?",(A) Positive skew,(B) Negative skew,(C) No skew,(D) Cannot be determined,(A) Positive skew
Statistics,Medium,"The skewness of the dataset {2, 3, 5, 7, 8, 8, 9, 10, 11, 15} is?",(A) Positive skew,(B) Negative skew,(C) No skew,(D) Cannot be determined,(A) Positive skew
Statistics,Medium,"The skewness of the dataset {10, 20, 30, 30, 30, 40, 50, 60} is?",(A) Positive skew,(B) Negative skew,(C) Symmetric,(D) Cannot be determined,(A) Positive skew
Statistics,Medium,"The mean of the dataset {4, 8, 12, 16, 20} is?",(A) 10,(B) 12,(C) 14,(D) 16,(B) 12
Statistics,Medium,"If the mean of a dataset is 50, and all the values in the dataset are doubled, what happens to the mean?",(A) It becomes 100,(B) It remains 50,(C) It becomes 25,(D) It becomes 200,(A) It becomes 100
Statistics,Medium,"The mean of the dataset {2, 4, 6, 8, 10} is?",(A) 5,(B) 6,(C) 7,(D) 8,(B) 6
Statistics,Medium,"The variance of the dataset {1, 2, 3, 4, 5} is?",(A) 1,(B) 2,(C) 1.25,(D) 2.5,(C) 1.25
Statistics,Medium,"If the mean of a dataset is 50, and all the values in the dataset are doubled, what happens to the mean?",(A) It becomes 100,(B) It remains 50,(C) It becomes 25,(D) It becomes 200,(A) It becomes 100
Statistics,Medium,"The mean of the dataset {2, 4, 6, 8, 10} is?",(A) 5,(B) 6,(C) 7,(D) 8,(B) 6
Statistics,Medium,"The variance of the dataset {1, 2, 3, 4, 5} is?",(A) 1,(B) 2,(C) 1.25,(D) 2.5,(C) 1.25
Statistics,Medium,"If the variance of a dataset is 0, it means?",(A) All values in the dataset are different,(B) All values in the dataset are equal,(C) The dataset is symmetric,(D) None of the above,(B) All values in the dataset are equal
Statistics,Medium,"The variance of the dataset {2, 4, 6, 8, 10} is?",(A) 6.25,(B) 8,(C) 5,(D) 4,(A) 6.25
Statistics,Medium,"If the data points in a dataset are far from the mean, the variance is?",(A) Low,(B) High,(C) Zero,(D) None of the above,(B) High
Statistics,Medium,Which of the following is the formula for calculating variance?,(A) (Sum of squared deviations) / N,(B) (Sum of absolute deviations) / N,(C) (Sum of squared deviations) / (N - 1),(D) (Sum of deviations) / N,(C) (Sum of squared deviations) / (N - 1)
